age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary,country,country_target
< 31.6,State-gov,Some-college,Never-married,Tech-support,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Separated,Tech-support,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,South,<=50K,South,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Separated,Sales,Other-relative,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,Philippines,<=50K,Philippines,0
46.2 - 60.8,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,≥ 79.4,United-States,<=50K,United-States,0
< 31.6,Self-emp-not-inc,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,59.8 - 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
60.8 - 75.4,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Craft-repair,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
60.8 - 75.4,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,< 20.6,United-States,<=50K,United-States,0
< 31.6,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Federal-gov,Some-college,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,20.6 - 40.2,Philippines,<=50K,Philippines,0
< 31.6,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,10th,Never-married,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
60.8 - 75.4,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,India,<=50K,India,0
31.6 - 46.2,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,State-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Local-gov,Assoc-acdm,Widowed,Prof-specialty,Unmarried,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,Some-college,Divorced,Protective-serv,Unmarried,White,Male,40.2 - 59.8,Germany,<=50K,Germany,0
< 31.6,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,≥ 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,59.8 - 79.4,Greece,<=50K,Greece,0
31.6 - 46.2,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Federal-gov,10th,Separated,Craft-repair,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,Mexico,<=50K,Mexico,0
< 31.6,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,Other,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,9th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,20.6 - 40.2,Portugal,<=50K,Portugal,0
< 31.6,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,20.6 - 40.2,Puerto-Rico,<=50K,Puerto-Rico,0
31.6 - 46.2,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
< 31.6,Private,Preschool,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,20.6 - 40.2,Mexico,<=50K,Mexico,0
< 31.6,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,< 20.6,Poland,>50K,Poland,0
< 31.6,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,11th,Never-married,Other-service,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,59.8 - 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Sales,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,20.6 - 40.2,Vietnam,<=50K,Vietnam,0
< 31.6,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Sales,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,HS-grad,Separated,Protective-serv,Other-relative,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Federal-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20.6 - 40.2,Mexico,<=50K,Mexico,0
< 31.6,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,59.8 - 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,Columbia,<=50K,Columbia,0
< 31.6,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,20.6 - 40.2,India,<=50K,India,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,State-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Other-service,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,11th,Never-married,Other-service,Not-in-family,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Private,HS-grad,Divorced,Machine-op-inspct,Other-relative,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,10th,Never-married,Tech-support,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,20.6 - 40.2,Puerto-Rico,<=50K,Puerto-Rico,0
31.6 - 46.2,Private,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Protective-serv,Own-child,White,Male,20.6 - 40.2,Mexico,<=50K,Mexico,0
< 31.6,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
